text;label
"La principal red hidrográfica del departamento está representada en los ríos Magdalena y Cauca, vertientes de las 13 cuencas que conforman el departamento, las más importantes de estas son la de los ríos La Miel y Chinchiná, las más grandes respectivamente y a su vez las más ricas hídricamente, otros ríos importantes y cuencas a la vez son el Arma, Guarinó, Samaná Sur, Pácora, Pozo, Tareas, Tapias, Supía, Risaralda, San Francisco y Campo Alegre. La mayoría de los páramos de la cordillera central y unos pocos de las montañas de la cordillera occidental como los ríos Risaralda y Supía. En Caldas también se encuentran embalses o centrales Hidroeléctricas, La Miel I, es la más importante, entre otras se encuentra La Esmeralda en el municipio de Chinchiná, otros espejos de agua, esta vez naturales son la Laguna de San Diego y la Charca de Guarinocito.
";es
"Boticas é uma vila de origem nos romanos que construíram aqui a cidade de Batocas, explorando minas e as famosas Termas de Carvalhelhos, que se diz ter águas milagrosas.
";pt
"Soggin was born on 10 March 1926. He took his first degrees in law at the Sapienza University of Rome and in theology at the Waldensian Theological Seminary in Rome.
";en
"Nacido en Hartford, Cheshire (Inglaterra), realizó sus estudios en el Ardingly College. A los catorce años dejó la escuela para hacerse actor teatral y tres años después viajó a Estados Unidos para empezar a trabajar en Broadway, actuando en 1887 en la pieza titulada The First Born.
";es
"De Raad van State geeft U in overweging het voorstel van wet te zenden aan de Tweede Kamer der Staten-Generaal, nadat aan het vorenstaande aandacht is geschonken.
";nl
"A altitude média do município é de dezesseis metros acima do nível do mar. O relevo é, em geral, formado por planícies e colinas, alguns delas íngremes. Olinda possui a maior parte de seu território na bacia hidrográfica do rio Paratibe (55,13%), e o restante na bacia do rio Capibaribe (44,87%). A vegetação é formada por Mata Atlântica, com espécies de grande porte.
";pt
"RISCOS Ltd was formed to continue end-user-focused development of RISC OS after the de-listing of Acorn Computers, following its purchase by Morgan Stanley Dean Witter in order to benefit from the shareholding that Acorn held in ARM Ltd. In March 1999, RISCOS Ltd obtained exclusive rights to develop and sell RISC OS 4 for the desktop market from Element 14. A few weeks later Pace purchased Acorn's Cambridge headquarters and staff for £200,000 and then continued to develop its own, in-house version of RISC OS, primarily for set-top boxes and other embedded devices.
";en
"À l'été 2009, il s'entraîne avec la réserve du Paris Saint-Germain, après avoir résilié son contrat avec Larissa pour salaire non payé. Il a même proposé ses services gratuitement à Antoine Kombouaré et ne réclame une prime que si le club termine dans les quatre premiers du championnat. Mais l'offre n'a pas emballé l'entraineur qui privilégie d'autres options pour le mercato.
";fr
"Gaiden (外伝, Gaiden? literalmente, transmissão exterior) é uma palavra da língua japonesa para ""história paralela"" ou ""conto"", utilizada para se referir a uma anedota ou uma biografia suplementar de uma pessoa. O uso do termo gaiden é normalmente utilizado em spin-off de obras literárias. Alguns gaiden são contados na perspectiva de um outro personagem, similar a um flashback.
";pt
"Reproduction Lightning rifles are still manufactured today by companies such as Uberti, Taurus, and Pedersoli for hunting, historical reenactment, and competition purposes such as Cowboy Action Shooting in calibers such as .38 Special/.357 Magnum, .44-40, and .45 Colt. Of these calibers, only the .44-40 was offered in the Lightning when it was originally produced by Colt.
";en
"Si riproduce generalmente per impollinazione anemogama, ma esistono casi documentati anche di impollinazione zoogama da parte di insetti, nonché da parte di sauri, come la lucertola balearica Podarcis lilfordi, che visita Euphorbia dendroides per nutrirsi del suo nettare altamente concentrato.La disseminazione è garantita da un meccanismo di apertura a scatto del frutto che proietta i semi ad una certa distanza dalla pianta madre.
";it
"Re Abd Allah ha seguito le orme paterne in termini di matrimonio, in quanto ha sposato le rampolle di tribù alleate. Il sovrano ha avuto circa 30 consorti e generò circa 35 figli. Una delle sue mogli era la sorella del politico e militare siriano Rifa'at al-Assad. Ha sposato anche Jawahir bint Ali Hussein del clan Al Jiluwi, con il quale ha avuto una figlia, la principessa Anoud e un figlio, il principe Sa'ud. Aida Fustuq è stata un'altra moglie del sovrano, a cui ha dato due figli: Adila e Abd al-Aziz. Hanno divorziato in seguito. Munira bint Abd Allah Al Al Shaykh è stata la moglie che ha dato alla luce il suo figlio primogenito, il principe Khalid. Tathi bint Mishan al Faysal Al Jarbe ha dato alla luce il principe Mishaal.
";it
"Trascorse gli ultimi anni della sua vita miseramente in una casa di Via Taverna Penta (zona del ""quartieri spagnoli""), dove morì il 13 agosto del 1803. Fu sepolto nella chiesa dell'Arciconfraternita della SS. Trinità dei Pellegrini di cui era un confratello.
";it
"El nombre de Córdoba tenía la finalidad de rendirle un homenaje al prócer antioqueño. Pero Uribe Uribe fue derrotado con la oposición de las representaciones de Cauca, Antioquia y Cundinamarca, varios ministros del Despacho y la inmensa mayoría conservadora de la Asamblea Nacional Constituyente.[8]​
";es
"Il giuramento olimpico è stato pronunciato dallo sciatore alpino Giorgio Rocca a nome degli atleti, e da Fabio Bianchetti a nome dei giudici.
";it
"Macht kan ook corrumperen in de zin dat de machthebber zo veel macht naar zich toe trekt dat men hem niet meer durft tegen te spreken uit angst voor consequenties voor de eigen positie. Hierdoor ontstaat een situatie als in het sprookje De nieuwe kleren van de keizer, waarin een verkeerde beslissing wordt genomen en uitgevoerd door een gebrek aan controle en overleg, of dat een onwenselijke situatie niet wordt opgelost omdat niemand er iets van durft te zeggen.
";nl
"In 2015, the News & Review led a nationwide project, Letters to the Future, asking authors, artists, scientists and other to write to future generations predicting the success or failure of the 2015 U.N. Climate Talks in Paris. Hundreds of letters were collected and presented to diplomats present in Paris, including letters penned by Michael Pollan, Jane Smiley, Stephen Robinson, Aisha Kahlil, T. C. Boyle, Kim Stanley Robinson, Annie Leonard, Roxana Barry Robinson, Jack Miles, Pam Houston, Geraldine Brooks (writer), Rebecca Goldstein, Lois Wolk, Harry Reid, Brent Bourgeois and others.
";en
"1872 nahm Waldeyer einen Ruf an die neugegründete Universität Straßburg an und bekam einen Lehrstuhl für Anatomie. Elf Jahre später verließ Waldeyer Straßburg wieder, um das Berliner Anatomische Institut zu übernehmen. Dort widmete er sich vorwiegend der anatomischen Ausbildung, 33 Jahre lang als Vorstand der Abteilung für systematische und topographische Anatomie. 1917 trat er, bereits 80 Jahre alt, von diesem Amt zurück, wurde in den erblichen Adelsstand versetzt und legte sich den Namen seiner mütterlichen Familie Hartz zu. Im Jahr 1879 wurde er zum Mitglied der Leopoldina gewählt.
";de
"Stromiec es un pueblo de Polonia, en Mazovia.[1]​ Es la cabecera del distrito (Gmina) de Stromiec, perteneciente al condado (Powiat) de Białobrzegi. Se encuentra aproximadamente a 10 kilómetros al este de Białobrzegi, y a 65 km al sur de Varsovia.Su población es de 909 habitantes.
";es
"I traduttori che hanno lavorato su Hoffmann sono Barbara Allason, Alessandra Valtieri, Ervino Pocar, Rosina Pisaneschi Spaini, Carlo Pinelli, Alberto Spaini, Giorgio Vigolo, Nicola Maria Corcia, Augusto Vital, Luigi Agnes, Maria Luisa Carosso, Rodolfo Bottacchiari, Anita Scotti, Mario Benzi, Giorgio Imperatori, Giuseppina Calzecchi Onesti, Giuseppe Bianchi, Clara Valiani, Ferruccio Masini, Rino Cappellato, Florence Sovelius, Amos Nannini, Mario Benzi, Fabia Gatti, Renato Dealbera, Gemma Sartori, Maria Paola Arena, Mariangela Donà, Francesco Saba Sardi, Costante Domenighetti, Gerardo Fraccari, Alessandra Scalero, Stefano Vastano, Beatrice Talamo, Franca Quartapelle, Cecilia Santini, Laura Bocci, Rossana Guarnieri, Andrea Carbonari, Marina Bistolfi, Alessandro Ortona, Marina Bellucci, Luca Crescenzi, Matteo Galli, Elena Broseghini e Michele Cometa.
";it
"On October 27, 2011, it was announced that Kennedy had been diagnosed with early-stage Parkinson's Disease and would be leaving the team to undergo treatment. Kennedy said he planned to return following treatment and temporarily put Associate Coach Glynn Cyprien in charge of the team.
";en
"Gryllaphonus is een geslacht van rechtvleugeligen uit de familie krekels (Gryllidae). De wetenschappelijke naam van dit geslacht is voor het eerst geldig gepubliceerd in 1951 door Lucien Chopard.
";nl
"El 18 de diciembre de 2011, recibe una oferta de los New Orleans Hornets la cual es aceptada por el jugador y por el Fuenlabrada poniendo así rumbo a la NBA. Durante su primera temporada en la NBA fue ganando minutos llegando a promediar 20 minutos por partido, 5.9 puntos y 4.9 rebotes.
";es
"A igreja, antes parte de um convento dominicano fundado no século XIII, é um grande representante da arquitetura gótica mendicante na região do Alentejo. Está classificada como Monumento Nacional por Despacho do Governo, de 16 de Junho de 1910.
";pt
"(DE) Walter Kausch: Johannes von Mikulicz-Radecki. Sein Leben und seine Bedeutung. Mitteilungen aus den Grenzgebieten der Medizin und Chirurgie III 1907 (Supplement), S. 1–64
";it
"Projeto da peça: peças com paredes relativamente grossas, dificulta o seu resfriamento, logo, é preciso controlar a pressão de recalque para poder atuar até a completa solidificação do material.
";pt
"4 Özmızrak, 5 Güler, 6 Osman, 7 Hersek, 8 İlyasova, 9 Erden, 10 Mahmutoğlu, 11 Savaş, 12 Korkmaz, 13 Muhammed, 14 Köksal, 15 Aldemir, All. Ergin AtamanFIBA EuroBasket 2017
";it
"Le championnat 1995-1996, qui se déroula pendant le passage au professionnalisme, se signale par une réduction du nombre de clubs, qui passe à vingt, groupés en deux poules de dix. Les quatre premières équipes de chaque poule sont qualifiées pour les huitièmes de finale, huit autres équipes sont qualifiées lors de matchs de barrage avec des équipes du groupe inférieur A2. Cette formule est conservée deux ans.
";fr
"Puyo begon zijn autosportcarrière in het karting, voordat hij in 2001 zijn debuut maakte in de Formule 3 in het Spaanse Formule 3-kampioenschap. Hij wist echter niet te overtuigen in acht races binnen twee jaar en stapte in 2003 over naar de Italiaanse Formule Renault, waarbij hij zes punten scoorde in acht races.
";nl
"In the origins, the village of Bussy appeared in 841 under the Roman name of Villa Buxido. In 855 the territory formed a large parish under the protection of Saint-Georges. Nevertheless, the full name of Bussy-Saint-Georges only appeared in the 13th century. The name of Bussy comes from Buscus because of the city's native environment initially composed of woods and lots of groves. In the Middle Ages, Bussy-Saint-Martin et Bussy-Saint-Georges was unified under a unique landlord authority, the lords of Bussy. Here is the list of the successive lords of Bussy:
";en
"Acteur Jason David Frank heeft in meer afleveringen gespeeld dan enig andere Power Rangers-acteur. Zijn personage Tommy Oliver heeft ook de meeste verschillende kleuren gedragen: groen, wit, twee keer rood en zwart.
";nl
"Moyle, P. y J. Cech.: Fishes: An Introduction to Ichthyology, 4a. edición, Upper Saddle River, Nueva Jersey, Estados Unidos: Prentice-Hall. Año 2000.
";es
"Segundo o censo americano de 2000, a sua população era de 578 habitantes. Em 2000, foi estimada uma população de 564, um decréscimo de 14 (-2.4%).
";pt
"Der Unabhängigkeitstag wurde zum ersten Mal im Jahr 1919 begangen, nachdem der Staatsrat den Tag offiziell zum Feiertag ernannt hatte. Erst im Jahre 1929 wurde der Unabhängigkeitstag zu einem Staatsfeiertag, an dem die Arbeit per Gesetz niederzulegen ist und den Arbeitern Lohn gezahlt werden muss. In den Zwanzigern wurde der Unabhängigkeitstag stark von den Folgen des Bürgerkrieges überschattet und galt allgemein als ein bürgerlicher Feiertag, den das Proletariat eher scheute. Außerdem stand der Unabhängigkeitstag in den ersten Jahren der Republik im Schatten des 16. Mais, des Jahrestages der Siegesparade der bürgerlichen weißen Armee, die den Finnischen Bürgerkrieg für sich entschieden hatte. Durch die verbindenden Erfahrungen des Volkes im Zweiten Weltkrieg wurde der Tag zu einem Nationaltag aller Bevölkerungsschichten. Außerdem wurde der Tag zu einem Gedenktag an das Heldentum der Soldaten im Winterkrieg (1939-40) und Fortsetzungskrieg (1941-44).
";de
"Il distretto di Darzab è un distretto dell'Afghanistan appartenente alla provincia dello Jowzjan. Viene stimata una popolazione di 23906 abitanti (stima 2016-17).
";it
"Su última incursión ante la pantalla por el momento fue ¡Hagamos el humor! (2005), un programa emitido por Canal Sur que presentó con Yvonne Reyes.
";es
"Teresa Wright (1918-2005, class of 1938), Academy Award-winning actress whose films include Mrs. Miniver, Shadow of a Doubt, and The Pride of the Yankees.
";en
"Ese domingo, los representantes del municipio, encabezados por su alcalde, se reúnen en la sede municipal, sita en la Plaza de San Marcelo (que en la segunda mitad del siglo XX se conocía popularmente como la Plaza de las Palomas) y acompañados por la Banda Municipal de Música, que acompasa el cortejo con los sones del Himno de León, y escoltados por los Maceros y la Guardia Municipal, enarbolando el Pendón Real de León, emblema de representación de la ciudad, que se custodia en el Ayuntamiento, se dirigen hacia la Real Colegiata y Basílica de San Isidoro portando un cirio de una arroba y dos hachas de cera.
";es
"Au XIXe siècle, il y avait une église gréco-catholique (pour les Ukrainiens), une chapelle catholique romaine (pour les Polonais) et une église orthodoxe grecque (pour les Roumains). Des colons allemands se sont installés à partir de 1857. La communauté allemande arrivée à partir de 1857, à 85 % protestante a eu une église évangélique à partir de 1885.
";fr
"El pronombre ""lo"" (sólo en su forma masculina y singular) puede también sustituir a un atributo y no sólo a un complemento directo. Por lo tanto, antes de la sustitución se debe reparar en si la oración es predicativa o atributiva.
";es
"The Harrell Formation was first described by Charles Butts in 1918. Hasson and Dennison (1978) state ""The Harrell Shale consists of very dark gray, thinly laminated, platy- to sheety-weathering shale underlain in certain areas by the grayish black shale of the Burket Member.""
";en
"Santuario Madonna di San Tommaso Becket - XI secoloViene considerato il più piccolo santuario della provincia e dà il nome alla storica fiera che vi si svolge. Sorge sulla sponda di un tratto pensile dell'Adige e miracolosamente si è sempre salvato; era oggetto di una devozione particolare anche di gente lontana soprattutto durante la festa in settembre. (vedi il link sottostante) Fino a poco tempo fa 52 ex voto coprivano le pareti interne, dipinti ad olio su tavole in legno, custoditi ora in un luogo sicuro, esposti al pubblico nei giorni festivi.
";it
"The film was scheduled to start shooting in September 2016, but it had to be postponed due to Russia's defense ministry not issuing a permit for the shoot in the country, which would run for about a month. According to The Hollywood Reporter, Russia's defense ministry originally promised cooperation with the crew, wanting to provide realism expertise to the movie. But later it reportedly grew concerned about granting access to classified information and locations. On 7 February 2017, ScreenDaily.com reported that shooting was scheduled to start in April.
";en
"Candy se dá conta que está apaixonada por Santiago, eles começam uma relação, da qual Patricio sofre bastante, e Vavá não está de acordo com essa relação e trata de separá-los. Por fim todos terminam felizes: Santiago encontrou seu filho e se casou com Candy, e Vavá aceitou essa relação. Patricio se resigna e começa uma nova relação com outra mulher !
";pt
"O primeiro jogo dos Bleus fora de casa foi em janeiro de 1907, perdendo novamente para os ingleses (31 a 13), em Richmond. Dois dias depois, os franceses jogaram contra os sul-africanos no Estádio Parc des Princes, os franceses perderam por 55 a 6.
";pt
"Se ha enfrentado a los Cuatro Barones Invencibles, primero contra todos ellos, y después únicamente contra Lluvia. También ha luchado contra los Centauros Acorazados y contra el General.
";es
"1934 wurde Hackin Leiter der Délégation archéologique française en Afghanistan. Gemeinsam mit seiner Frau führte er Forschungsarbeiten in Bamiyan, dem Ort der berühmten Buddha-Statuen, sowie im nördlich von Kabul gelegenen Begram durch, wahrscheinlich dem Ort Kapisa des zentralasiatisch-nordindischen Kuschanreiches. Unterstützt wurden die beiden Hackins von dem Architekten Jean Carl.
";de
"Rood: een van de drie primaire kleuren. Rode Rangers komen in elk seizoen voor, en zijn altijd lid van het hoofdteam. De rode ranger is meestal de teamleider (met uitzondering van Rocky DeSantos, Aurico, Wesley Collins, Conner McKnight en Mack Hartford) en ontvangt om die reden vaak ook de sterkste wapens. De meeste Rode Rangers vechten met een zwaard. Sinds Power Rangers in Space krijgt de rode Ranger later in het seizoen een speciaal wapen genaamd een Battlizer. De rode ranger is in principe altijd een man. De enige vrouwelijke rode Rangers tot dusver waren de leider van de A-Squad rangers uit Power Rangers S.P.D. en Lauren Shiba uit Power Rangers Samurai die de daadwerkelijke rode ranger is in die serie.
";nl
"Klaus Schüttler-Janikulla (Hrsg.): Handbuch für ErzieherInnen in Krippe, Kindergarten, Vorschule und Hort. 20. Nachlieferung, Landsberg 1989.
";de
"Em três enquetes realizadas pela revista Placar, nos anos de 1982, 1994 e 2006, Paulinho foi considerado sempre o melhor lateral-direito da história do Internacional.
";pt
"She was born in 19 August 1939, the daughter of Curt Carlson, who founded the company in 1938. She received a bachelor's degree from Smith College in 1961.
";en
"At the time Page conceived of BackRub, the Web comprised an estimated 10 million documents, with an untold number of links between them. The computing resources required to crawl such a beast were well beyond the usual bounds of a student project. Unaware of exactly what he was getting into, Page began building out his crawler. The idea's complexity and scale lured Brin to the job. A polymath who had jumped from project to project without settling on a thesis topic, he found the premise behind BackRub fascinating. ""I talked to lots of research groups"" around the school, Brin recalls, ""and this was the most exciting project, both because it tackled the Web, which represents human knowledge, and because I liked Larry.""
";en
"Weitere bekannte Kinofilme mit Patrick McGoohan sind „Eisstation Zebra“ (Ice Station Zebra, 1968), „Trans-Amerika-Express“ (Silver Streak, 1976), „Flucht von Alcatraz“ (Escape from Alcatraz, 1979), „Braveheart“ (1995) und „Hysteria“ (1997). Für die Fernsehserie „Columbo“ mit Peter Falk, für die er sich sehr engagierte, fungierte McGoohan zudem als Regisseur wie auch als Mitproduzent. Darüber hinaus trat er selbst in vier Episoden der Serie als Täter auf: In den Folgen „Des Teufels Corporal“ (By dawn's early light), „Tod am Strand“ (Identity crisis), „Mord nach Termin“ (Agenda for murder) und „Das Aschenpuzzle“ (Ashes to ashes) ist er als Mörder zu sehen.
";de
"Rêve de la Mère: a statue erected in 2010 dedicated to the Boat people and refugees from the Vietnam War. Bussy-Saint-Georges is home to a significant Vietnamese population, and the statue is a symbol for Vietnamese refugees seeing France as a free nation and is a reminder for French-born Vietnamese of their ancestral roots and culture.
";en
"In de jaren tachtig maakte hij naam als ""bedrijvendokter"" door slechtlopende en failliete bedrijven op te kopen en weer winstgevend te maken. Hij startte in 1983 bij de toen in surseance van betaling verkerende Machinefabriek Stramproy (tegenwoordig: Stramproy Group). Hij zou dit bedrijf van zijn schoonvader Gerrit van der Valk ontvangen hebben als beloning voor zijn woordvoerderschap bij de ontvoering van diens vrouw, Toos van der Valk, in 1982. Vanaf 1984 werd in de economische crisis van de jaren 80 in ijltempo een hele rits van bedrijven overgenomen, waaronder in 1985 voor 2 miljoen gulden Royal Begemann Group, dat werd opgebouwd op het fundament van de failliete Koninklijke Nederlandsche Machinefabriek v/h E.H. Begemann te Helmond. Dat werd vanaf toen de kapstok voor zijn rijgwerk. De Begemann-groep groeide in enkele jaren uit tot een concern met 140 dochterondernemingen met een waarde van 1,35 miljard gulden. Anno 2005 had de Begemann-groep nog slechts een minderheidsbelang in Tulip Computers, later als Nedfield failliet verklaard.
";nl
"Cuando Jorge Robledo entró en el territorio caldense, Titirama y Pimarucua fueron los primeros caciques con quienes tuvo contacto en las faldas del Río Pozo, los cuales se encontraban en sus sementares provistas de armas, fue por el hecho de haber herido mortalmente a Robledo que los conquistadores le declararon la guerra a muerte a los indígenas cometiendo crueldades en esta provincia, Marmato fue descubierto en el año de 1536 por los soldados que bajo la orden del conquistador español Sebastián de Belalcazar, se encontraban a cargo del mariscal Jorge Robledo. En 1538 el conquistador Juan Badillo y sus soldados reconocieron el territorio pero al parecer no se animaron a permanecer en la región debido a que sus pobladores aborígenes (los Cartamas) se encontraban en pie de guerra, el 15 de agosto de 1539 Robledo funda Anserma, el conquistador Sebastián de Belalcázar, le ordena al Capitán Miguel López Muñoz fundar una villa el 25 de julio de 1542 se funda Santiago de Arma, ofendido con el Mariscal Jorge Robledo al que persigue y acosa. Miguel López fue encargado por Sebastián de Belalcázar en territorios de los aborígenes Concuyes o Armas que pocos años antes ya había descubierto Jorge Robledo, dicha delegación no era con el criterio de levantar un pueblo perdurable, sino más bien como una fuerza militar desde la cual tratarían de someter a las tribus vecinas. Robledo tras su incursión a territorio caldense, exterminó varias tribus indígenas y fundó colonias dando comienzo a una nueva era en el departamento.
";es
"In der altindischen Literatur wird eine gezackte Wurfscheibe (sudarshana chakra) als Attribut des Hindu-Gottes Vishnu bereits im Rigveda, im Yajurveda und in den Puranas erwähnt. Vielleicht durch griechisch-hellenistische Einflüsse angeregt, wird Vishnu seit frühmittelalterlicher Zeit (um 500 n. Chr.) mit einer Wurfscheibe (chakra) dargestellt, die manchmal auch als ‚Rad‘ oder als ‚Diskus‘ übersetzt wird.
";de
"Das Deutsche zeichnet sich durch eine besonders flexible Wortbildungsfähigkeit aus. Verben erscheinen mit einem reichen System an Präfixen, Partikeln und anderen Elementen, die zusammengesetzte Verben ergeben. Als typisch wird ferner der ausgiebige Gebrauch von Komposita empfunden (Haus+tür, Kegel+form, Weihnacht-s+baum+verkäufer).
";de
"Farrington, D. P. (2000a) Adolescent violence: Findings and implications from the Cambridge Study. In Boswell, G. (Ed.) Violent Children and Adolescents: Asking the Question Why. London: Whurr (pp. 19-35).
";pt
"Le 5 octobre 1873, Honoré épouse Eliza Walker (1854–1934) à l’église méthodiste Saint-Paul de Fall River. Employée dans une filature, elle vient d’un milieu modeste, son père étant gardien de nuit et l’un de ses frères travaillant comme ouvrier dans une manufacture. Le couple aura plus tard une fille, Estelle (1881–1918).
";fr
"(Una explicación anotada de cada caso enjuiciado en virtud del artículo 58.10 del Código Penal soviético desde la muerte de Stalin hasta la caída del comunismo con referencia a los archivos pertinentes de los archivos estatales de la Federación de Rusia [GARF] para los investigadores)
";es
"Sabemos que, aparte del Maestro Isa, también participaron en la construcción: un arquitecto turco, Isa Muhammad Effendi, discípulo de Sinan, Gerónimo Veroneo de Venecia y Amanat Shirazi de Persia.
";es
"Even though Page's new model was unsustainable and led to disgruntlement among the affected employees, his issue with engineers being managed by non-engineering staff gained traction more broadly. Eventually, the practice of only instating engineers into the management roles of engineering teams was established as a standard across Silicon Valley.
";en
"Pressionados pela gravadora, a banda começou a escrever músicas com o consagrado compositor Desmond Child, o que gerou clássicos como Livin' On A Prayer e You Give Love A Bad Name. O terceiro álbum, Slippery When Wet, foi gravado em Vancouver, Canadá, com o renomado produtor Bruce Faibairn. O lançamento deste álbum em 1986, projetou a banda para uma carreira mundial. As vendas atingiram a casa dos 18 milhões, transformando Jon, Richie, David, Tico e Alec em super astros. Curiosamente, sabe-se que, na época, Jon não queria incluir Livin' On A Prayer (que se tornaria um dos maiores sucessos da banda, tendo inclusive seu clipe retirado da programação da MTV americana por ter permanecido tempo demais na lista dos clipes mais pedidos) no álbum, e que o mesmo só recebeu a canção graças ao esforço de Richie em convencer o vocalista sobre o potencial da música. Apesar disso, muitos fãs lamentam até hoje o fato da música demo Edge Of A Broken Heart não ter entrado no álbum. Atualmente, o próprio Jon demonstrou concordar com tal opinião, reconhecendo que a música poderia ter sido um tremendo sucesso.
";pt
"No século XVIII, a igreja, teve grandes remodelações. Nessa altura, esta foi decorada e ornamentado com vários elementos barrocos (talhas douradas, mármores) alterando assim o seu aspecto. Hoje emcontramos ainda a fachada e metade do templo ainda com o estilo barroco.
";pt
"SBI Route 72 originally ran from Lanark to Starks. It was extended east in 1937 and 1938 to East Dundee, and then to Chicago. In 1968, the designation of IL 72 was truncated back to IL 43 (Harlem Avenue), lopping off 10.5 miles (16.9 km). In 1982, it was shortened again, this time to Illinois Route 73.
";en
"In July 2017, M. Hugues Rondeau, who has been the mayor from 1998 until 2014, was considered as guilty by French justice for illegal taking of interest and condemned to six months of suspended prison, payment of 60.000 euros for damage and interest, and ineligibility for five years .
";en
"Además ha trabajado para artistas de la talla de Tool, Smashing Pumpkins, Muse, Silverchair y Rush, abarcando géneros y generaciones, que va llevando a un sonido que es a la vez familiar y progresiva. También cosecha trabajos con bandas de hard rock agresivo como Stone Sour, Godsmack, Staind, y Coheed and Cambria, mientras se mantiene una conexión con otros extremos del espectro con artistas como King Crimson y Nusrat Fateh Ali Khan.
";es
"Die Steinach passiert die Ortschaft unterquert noch die St 2447 und die Gleisanlagen der Bahnstrecke Bamberg–Rottendorf, wechselt dann scharf nach Nordwesten und mündet schließlich knapp einen halben Kilometer später auf einer Höhe von 209 m ü. NHN bei etwa Main-KM 337,5 von rechts in den aus dem Südosten heranziehenden Main.
";de
"Der weltgrösste Nahrungsmittelkonzern hat die Schließung des Werks am Industriehafen für Ende 2017 beschlossen. Glaskeramik-Werk der Schott AG
";de
"Henri Houmaire, Roissy-en-France 1000-1800 : Répertoire chronologique de l'histoire du village : Documents et archives. Deuxième tome 1500-1700, Roissy-en-France, Mairie de Roissy-en-France, 2013, 136 p.
";fr
"Il film venne prodotto dalla Samuel Goldwyn Company e fu girato nei Samuel Goldwyn Studios, al 7200 di Santa Monica Boulevard di West Hollywood.
";it
"Cândido José de Araújo Viana, Marquês de Sapucaí (Nova Lima, então Congonhas de Sabará, 15 de setembro de 1793 — Rio de Janeiro, 23 de janeiro de 1875) foi um desembargador e político brasileiro.
";pt
"Evitación: los organismos evitadores minimizan las variaciones internas utilizando algún mecanismo de escape comportamental que les permite evitar los cambios ambientales, ya sea espacial (buscando microhábitats no estresantes como cuevas, escondrijos; o a mayor escala, las migraciones) o temporal (hibernación, sopor, diapausa, huevos y pupas resistentes).
";es
"Die Philatelie folgt in der Wertermittlung eigenen Gesetzmäßigkeiten, da sie sich, anders als beispielsweise eine Kunstsammlung, nicht einfach zusammenkaufen lässt. Viele Briefmarken wären gestempelt in besten Erhaltungsgraden theoretisch erschwinglich, sind aber nur mit viel Mühe überhaupt aufzutreiben. Bekanntes Beispiel sind einige Briefmarken der Berliner Ausgaben der Dauerserie Frauen der deutschen Geschichte: Mit Vollstempeln aus dem Berliner Postverkehr sind diese kaum anzutreffen und noch seltener als Eckrandstücke, während die Katalognotierungen von Spitzenpreisen weit entfernt sind.
";de
"La serie è stata cancellata dal palinsesto di Telefe dopo alcuni disaccordi tra Cris Morena e Claudio Villarruel alla fine della settima stagione. La programmazione continuò con il titolo Chiquititas: la historia e comprendeva la replica delle precedenti stagioni. Cris produsse la telenovela Rincón de luz per Canal 9 con lo stesso concetto e invece Telefe pensò di creare una nuova stagione chiamata Corazones en Banda (in quanto deteneva i diritti), ma non fu realizzata. Lo show è stato rinominato Chiquititas quando i problemi contrattuali tra Morena e Villaurel furono risolti. La serie torna in produzione nel 2006.
";it
"Le chien d'Artois est un descendant direct, en taille réduite du chien de Saint-Hubert à robe noire. Les premières mentions du chien d'Artois datent de la guerre de Cent Ans (XVe siècle) : le roi Henri VI d'Angleterre fait une entrée dans Paris accompagné de chiens d'Artois en 1431.
";fr
"Bij de volkstelling in 2000 werd het aantal inwoners vastgesteld op 287. In 2006 is het aantal inwoners door het United States Census Bureau geschat op 290, een stijging van 3 (1,0%).
";nl
"The designs of Barron and Chubb were based on the use of movable levers, but Joseph Bramah, a prolific inventor, developed an alternative method in 1784. His lock used a cylindrical key with precise notches along the surface; these moved the metal slides that impeded the turning of the bolt into an exact alignment, allowing the lock to open. The lock was at the limits of the precision manufacturing capabilities of the time and was said by its inventor to be unpickable. In the same year Bramah started the Bramah Locks company at 124 Piccadilly, and displayed the ""Challenge Lock"" in the window of his shop from 1790, challenging ""...the artist who can make an instrument that will pick or open this lock"" for the reward of £200. The challenge stood for over 67 years until, at the Great Exhibition of 1851, the American locksmith Alfred Charles Hobbs was able to open the lock and, following some argument about the circumstances under which he had opened it, was awarded the prize. Hobbs' attempt required some 51 hours, spread over 16 days.
";en
"Page and Brin used the former's basic HTML programming skills to set up a simple search page for users, as they did not have a web page developer to create anything visually elaborate. They also began using any computer part they could find to assemble the necessary computing power to handle searches by multiple users. As their search engine grew in popularity among Stanford users, it required additional servers to process the queries. In August 1996, the initial version of Google, still on the Stanford University website, was made available to Internet users.
";en
